Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language
9eadedd8-9fa7-4502-8c24-48e17d6d902b,"Super perfect experience, will come back again.",Positive,262,150,122,2450,2025-10-15 18:16:36,video,en
89d91b92-e71a-4219-af44-cdca057f85db,"It is okay, just basic.",Neutral,509,38,75,3170,2025-04-07 18:16:36,video,en
906113dd-2c95-44ac-9c6d-8bc736e0238f,"Just a standard day, feeling standard.",Positive,648,131,54,3236,2024-12-26 18:16:36,image,en
b919b6b2-1029-4b37-b388-14805eab48bd,"Despite the delay, the result was amazing.",Positive,901,249,37,4691,2025-01-28 18:16:36,video,en
fd3663c5-8cf0-4022-b788-57495244d03e,"It is balanced, does the job but that's it.",Neutral,123,6,144,7028,2025-05-15 18:16:36,text,en
653b83de-2ac3-4297-b00a-3e730911cb38,"It is neither incredible nor frustrating, just common.",Neutral,448,358,44,9810,2025-02-01 18:16:36,text,en
63a8e240-5d08-4ea4-aaa9-453bc350ddb3,"It stopped working after one day, simply garbage.",Negative,329,88,162,7728,2025-11-26 18:16:36,image,en
bdc83d9a-975c-4a35-bdb2-5ff3807018b5,"It is okay, just simple.",Neutral,339,121,109,4031,2025-07-12 18:16:36,video,en
d0fe452f-1761-42c4-b72d-42ac2d316da5,Why does it always lag when I need it?,Negative,564,3,164,9810,2025-08-26 18:16:36,text,en
2e9ebd4e-9c28-48e0-b8c3-646e394467d2,I became fantastic wicket taker in this match,Positive,818,416,59,3841,2025-02-17 18:16:36,video,en
76b4d4cc-5720-4bfd-8d0a-4a4f1c9accea,"Not sure how I feel, seems fine.",Neutral,125,355,118,284,2025-09-20 18:16:36,text,en
91c44612-0787-4202-a0ca-2a0bff1419d3,Honestly this update is wicked.,Positive,502,166,92,8112,2025-08-03 18:16:36,video,en
08c9830c-22e4-44d1-aef8-197c910777a3,"It was not inferior, it was actually amazing.",Positive,231,372,172,1914,2025-01-27 18:16:36,video,en
cb54312f-1886-4ad0-a4c0-4572de638a89,"I have no strong opinion, it is routine.",Neutral,894,320,48,3794,2025-04-24 18:16:36,text,en
e3dd584b-9228-403f-a100-efd347b32d80,The service was joyful and the staff was joyful.,Positive,739,412,26,9395,2024-12-28 18:16:36,image,en
cd1e9275-f597-440c-8ad3-480d915b7a26,The service was glad and the staff was glad.,Positive,496,200,33,1430,2025-01-03 18:16:36,image,en
9bed4a6a-87a8-48e7-b89e-454c377dff15,I would love it if the app actually function.,Negative,163,477,132,2912,2025-10-15 18:16:36,image,en
6afe18b0-1ccd-4a0a-9cba-d8a3d3df16de,I am horrible regarding the support I received.,Negative,59,496,144,6929,2025-10-06 18:16:36,text,en
1dddf1af-7cd6-4007-be23-93f7046185ee,I have never seen such a pleased performance.,Positive,123,172,128,2884,2025-10-21 18:16:36,text,en
a6d6ed0e-2c3c-4487-b838-a6a7a7f76203,"Just fire, nothing else to say.",Positive,605,292,187,1787,2025-04-30 18:16:36,text,en
059accba-e365-43f3-ba1d-1b08134809d7,An ordinary experience overall.,Neutral,774,367,117,3921,2024-12-16 18:16:36,video,en
75a364ed-2c02-470e-b73e-acf43c218f72,"It arrived today, looks fair.",Neutral,515,428,55,3409,2025-09-17 18:16:36,video,en
eb25ac88-d24d-4938-8f5b-778a9fd18498,I became great wicket taker in this match,Positive,36,479,144,3165,2025-05-28 18:16:36,video,en
cedb0123-9675-41be-8bdc-ff50dcbed710,"I did not like it, it was atrocious.",Negative,951,212,32,8337,2025-03-01 18:16:36,image,en
db7fec49-dff9-48ee-a69f-7eb785bc9357,"Not sure how I feel, seems acceptable.",Neutral,690,305,198,3501,2025-05-10 18:16:36,image,en
19568ad3-dc5e-483b-b4de-a6e2c8870267,I am so highest with my purchase!,Positive,226,448,29,4221,2025-05-15 18:16:36,text,en
beea6913-ad7d-4ffa-bbe5-704e7bae06eb,I would love it if the app actually launch.,Negative,991,352,173,5052,2025-10-16 18:16:36,text,en
2e44b9f5-d3a3-45fc-bdc0-11259017fcf2,"Not happy at all, very subpar.",Positive,191,0,54,5754,2025-08-20 18:16:36,video,en
51a715f0-8db4-4e53-be6b-8af7c0a9bcc1,It would be great if it didn't disconnect.,Negative,304,76,80,1605,2025-04-14 18:16:36,text,en
cdc4deb4-66ce-4be6-b1f1-33ea173f4c3f,"Super stunning experience, will come back again.",Positive,468,175,54,4996,2025-08-29 18:16:36,image,en
348d82d4-1fd1-411a-8844-7d7280cebe93,"The product is average, nothing special.",Neutral,785,78,122,1534,2025-08-31 18:16:36,video,en
07cee553-a604-440c-8c03-7fee7a66aa04,"I regret buying this, it is bad.",Negative,521,290,123,9584,2025-06-12 18:16:36,image,en
3adc2ed5-3cc3-4261-8334-e5b26d0c3a69,"I thought it would be stunning, but it was nasty.",Negative,189,279,50,1975,2025-08-18 18:16:36,text,en
6a9c8bfc-42de-40f0-8124-6fab35360a98,The quality is lousy and not best at all.,Negative,521,308,106,4567,2025-02-06 18:16:36,image,en
6e009809-ed12-4cbd-8de3-edb46a497347,"Just a okay day, feeling okay.",Neutral,895,491,125,4573,2024-12-15 18:16:36,video,en
6e4f61f8-17c6-40f9-89e9-ae9459c19d53,"It arrived today, looks moderate.",Neutral,652,287,187,8271,2025-07-09 18:16:36,video,en
57a2eaeb-dbd2-4c10-a060-965a0684f7ad,"It is neither perfect nor disgusting, just ordinary.",Neutral,950,13,199,1933,2025-10-31 18:16:36,video,en
910d7941-5679-45c4-aa50-f5d8e502a582,"It was not disgusting, it was actually first-class.",Positive,843,424,15,4041,2024-12-07 18:16:36,image,en
41c21ba4-9742-4332-800e-f866b2bb4d54,"I really terrific this product, it works perfectly.",Positive,795,285,66,2086,2025-06-09 18:16:36,text,en
bf7f691a-5bf3-4868-9272-7afc3b3591e0,This is absolutely lit!,Positive,551,385,147,2516,2025-01-04 18:16:36,text,en
caf1c52d-4d20-4ff7-bddf-0c30b62d8655,"It was not annoying, it was actually terrific.",Positive,78,166,116,1747,2025-12-03 18:16:36,text,en
eab49843-2b08-4cf2-b034-e603b913320d,"This is lousy, do not buy it.",Negative,323,314,177,2032,2025-08-07 18:16:36,image,en
a9cb8678-71c9-46ed-8156-34dadea22b71,"It is normal, does the job but that's it.",Neutral,506,199,84,9255,2025-08-20 18:16:36,text,en
1f04d368-7769-4093-901d-646abbefd636,I have never seen such a best performance.,Positive,847,469,9,2129,2025-05-26 18:16:36,text,en
2761edc6-0858-4880-bbe0-293556801712,It would be great if it didn't lag.,Negative,163,171,0,610,2024-12-18 18:16:36,image,en
2d95818d-5a96-4a31-8495-1928ff20ca5d,Honestly this update is fire.,Positive,471,58,94,4227,2025-06-25 18:16:36,video,en
15c8e564-6a83-4d01-a732-6df59cb9b5d8,"Not sure how I feel, seems routine.",Neutral,78,407,171,772,2025-01-15 18:16:36,video,en
74f35a7f-2072-43a8-be6e-f638bd800b68,The quality is fail and not fabulous at all.,Negative,401,323,186,3455,2025-05-15 18:16:36,text,en
9e98e368-038f-42fc-be8f-674d52b6f734,The quality is useless and not delighted at all.,Negative,686,430,70,5215,2025-08-07 18:16:36,video,en
645269ca-d092-4d09-9079-f0e6e04f7780,I am so superior with my purchase!,Positive,955,17,186,5831,2025-01-12 18:16:36,image,en
c0c4f690-c865-4293-8e2a-44497282befe,An regular experience overall.,Neutral,322,417,152,935,2025-04-17 18:16:36,image,en
1d31bddd-fb06-49bd-925f-b4bc73911da4,"I regret buying this, it is useless.",Negative,891,334,181,1116,2025-09-12 18:16:36,image,en
0df29109-6398-4a1e-a172-350bc3e18d4d,The service was pleased and the staff was pleased.,Positive,61,61,37,3652,2025-11-21 18:16:36,image,en
4dddd5a5-2a8f-46b6-9cfa-7434bc36524c,I scored perfect runs in this match,Positive,538,54,85,8342,2025-08-26 18:16:36,image,en
27c6a97f-b471-4b80-8cbf-acf762267791,"Great concept, but nasty execution.",Negative,946,24,14,3020,2025-04-16 18:16:36,image,en
2b4f8838-4831-46f2-87b5-cff680dc3605,"Just wicked, nothing else to say.",Positive,436,187,118,6186,2025-08-14 18:16:36,video,en
4139f826-78c8-4b35-91fd-3b064a16e916,"Despite the delay, the result was amazing.",Positive,160,444,59,6639,2025-11-04 18:16:36,image,en
5b67fdc2-cc52-45d9-8ce8-9a1a0399dea6,"This is fail, do not buy it.",Negative,127,121,53,6518,2025-11-02 18:16:36,image,en
b8dd9df5-64f8-493f-b03d-347c3426c83c,"It is okay, just middle.",Neutral,7,176,91,2775,2025-11-09 18:16:36,text,en
000d03cd-b51b-4a0d-b83c-3f6e68b653c8,I was stunning in this match,Negative,735,112,6,8151,2025-01-06 18:16:36,image,en
b9a77cdd-c201-4136-a2ff-cdc772d14c28,"I have no strong opinion, it is steady.",Neutral,149,446,166,8310,2025-10-02 18:16:36,image,en
5c2aa606-a291-4110-898e-1a56b76f87d4,Just wonderful! I love it.,Negative,151,436,37,9895,2025-11-22 18:16:36,video,en
9ae8034e-b15f-4f22-b45e-f8150ea7d56c,"It arrived today, looks passable.",Neutral,730,240,0,5830,2025-07-04 18:16:36,image,en
1ef658a1-484c-43e5-82b0-00fc8d1f41a4,"It is neither highest nor regrettable, just routine.",Neutral,215,217,109,8293,2025-01-10 18:16:36,image,en
baa299da-f8cd-4b39-9642-ce467af594d2,An balanced experience overall.,Neutral,893,107,14,8636,2025-02-06 18:16:36,video,en
87144a99-0259-4469-9f28-22343cad9a6a,I have never seen such a glad performance.,Positive,535,352,1,3578,2025-01-10 18:16:36,video,en
c92c15a8-6e71-4443-99c5-3330dcc32d43,"Just a middle day, feeling middle.",Neutral,668,215,193,5583,2025-05-07 18:16:36,text,en
989f6c62-3aa2-4a80-a568-8e8657627e1f,I became joyful wicket taker in this match,Positive,933,470,34,8262,2024-12-27 18:16:36,video,en
e8e87a20-332a-4715-bb38-be1eb68b0a89,I am abysmal regarding the support I received.,Negative,679,267,170,7674,2025-05-21 18:16:36,image,en
3f3bd3f6-a879-494e-8f0e-035a95552abe,I have my first impressive in Australia.,Positive,951,256,187,931,2025-11-26 18:16:36,text,en
341ef2fb-da9c-44f1-8b8e-d014857b66d3,"It arrived today, looks routine.",Neutral,98,500,108,1700,2025-10-23 18:16:36,image,en
a9ca46ec-fbbc-4544-89be-a93d5a06891d,I have never seen such a happy performance.,Positive,363,467,63,7423,2025-08-14 18:16:36,text,en
6a1060d0-116f-4a8d-9d6c-2c65fee803c6,I would love it if the app actually operate.,Negative,204,488,122,996,2025-04-25 18:16:36,video,en
9b1f171a-e514-458a-8b31-ffe6b53f0f66,"I regret buying this, it is horrible.",Negative,899,125,49,2775,2025-11-18 18:16:36,video,en
bb2925be-5399-4aae-a4bb-30bd083e122e,I would love it if the app actually load.,Negative,376,326,95,1998,2025-06-04 18:16:36,text,en
5a0b9fa2-123c-4f5f-9e73-0a6be01c04d9,"It is neither delighted nor subpar, just normal.",Neutral,828,19,74,7584,2025-07-16 18:16:36,video,en
05f2fd85-abbe-4e79-a30c-59812b931bbf,I was best in this match,Positive,300,75,7,7084,2025-03-07 18:16:36,image,en
c0564f32-92c0-483f-851d-e57078d3b72a,"I have no strong opinion, it is fine.",Neutral,115,111,194,7113,2025-01-30 18:16:36,video,en
1506cee0-27b9-495d-b3d7-e865b507b4f8,I scored fantastic runs in this match,Positive,828,42,137,4577,2025-04-24 18:16:36,image,en
6151dbff-c795-46ca-8024-612ac9a10fbe,"Just a simple day, feeling simple.",Neutral,484,5,124,5791,2025-11-09 18:16:36,image,en
c1bba4b4-bf67-41a0-b4c0-f5b173846b66,"It is fine, does the job but that's it.",Neutral,513,375,182,900,2025-08-23 18:16:36,video,en
1d34137b-2685-43a7-8b51-308165bf186a,"It is neither fantastic nor useless, just ordinary.",Neutral,447,311,136,527,2025-06-25 18:16:36,text,en
da6c3fb6-f889-4f74-ad83-13a2fa85f68f,"It is okay, just flat.",Neutral,213,488,97,5237,2025-11-14 18:16:36,video,en
9780a38e-872b-4998-bf5d-e7da6c185172,"Not sure how I feel, seems acceptable.",Neutral,41,236,173,2436,2025-11-13 18:16:36,image,en
b4d08c9f-5a93-4fdd-aaf9-1284e53b4604,I scored brilliant runs in this match,Positive,905,86,139,9525,2025-02-11 18:16:36,image,en
5a044de8-8c33-482d-9826-43bc26649a6b,"This is abysmal, do not buy it.",Negative,921,455,100,9154,2025-12-03 18:16:36,video,en
6a796049-ac7f-40f4-960e-9764ae587c9f,"Just crazy, nothing else to say.",Positive,632,247,123,5669,2025-04-16 18:16:36,video,en
84d967ba-6f4b-4e2b-a33f-f792409daeee,"Just a balanced day, feeling balanced.",Neutral,693,363,15,2500,2025-11-07 18:16:36,image,en
149be775-faba-49ef-8e55-0d82b3a54e35,The quality is boring and not perfect at all.,Negative,344,201,111,2238,2025-09-13 18:16:36,image,en
54f96422-a10a-4dcd-8825-23656ebb9e65,"Not glad at all, very dreadful.",Negative,448,492,88,6567,2025-05-01 18:16:36,video,en
17c515c7-bcb5-4b29-9fe5-1b915c085c0c,It would be great if it didn't crash.,Negative,665,385,35,1171,2025-03-03 18:16:36,text,en
4493a864-8c82-40f7-95e2-2529840009af,I have my first pleased in this match.,Positive,322,146,130,1340,2025-08-05 18:16:36,video,en
4e11024c-2101-4043-86a3-12e2826e5cc2,"It is okay, does the job but that's it.",Neutral,150,466,179,9381,2025-03-29 18:16:36,video,en
61c5f636-193d-4d70-84a1-5868e1f9f73c,"It is okay, just fine.",Neutral,266,44,34,1598,2025-02-04 18:16:36,video,en
f82a07b0-6e1e-4f96-95b2-6f9345d018f5,I am atrocious regarding the support I received.,Negative,813,200,194,8501,2025-02-19 18:16:36,video,en
dfaacd6f-0d09-4b78-a3f8-1e18724078b2,"I have no strong opinion, it is acceptable.",Neutral,327,432,33,5349,2025-07-01 18:16:36,video,en
6d9f4202-1f20-4d87-aafd-5aaf16642528,I have my first lovely in Australia.,Neutral,613,275,147,7033,2025-03-09 18:16:36,image,en
47cf6e06-4165-4245-a242-3a3d4c72180d,"Not sure how I feel, seems balanced.",Neutral,907,239,196,5944,2025-06-29 18:16:36,image,en
4ccf33ff-b562-4998-8cf7-31e242129207,This is the happy thing I have ever bought.,Positive,783,312,71,7934,2025-06-15 18:16:36,video,en
e4956e7e-2e26-4896-9850-c3fb9126b4cf,"Worst experience ever, completely frustrating.",Negative,957,44,115,6962,2025-07-15 18:16:36,text,en
8b4f4bcd-24d1-4050-902f-615e17f173dd,"This is abysmal, do not buy it.",Negative,923,363,81,1365,2025-08-25 18:16:36,image,en
7db7e401-8c1c-459d-8acf-7a610a3ee974,I have my first brilliant in this match.,Positive,500,33,157,8412,2025-03-01 18:16:36,text,en
65796f6b-6664-4e7b-a401-318a58a7c1de,"Not excited at all, very shameful.",Negative,799,14,127,945,2024-12-10 18:16:36,image,en
6ecf6b52-4e19-4a15-8301-7f7f9e2907cd,"Just a decent day, feeling decent.",Neutral,691,453,61,3208,2025-11-15 18:16:36,text,en
4d5a8189-573c-4ca6-a2f3-c0be423a4013,An expected experience overall.,Neutral,683,479,7,1363,2024-12-26 18:16:36,image,en
108f46dd-b4f3-47de-8665-6ecfcbed6c7e,"It arrived today, looks ok.",Neutral,134,432,114,8003,2025-06-16 18:16:36,text,en
d7243759-327c-4ca5-b540-a277e6b1db89,I was nice in this match,Positive,249,10,140,1275,2025-11-03 18:16:36,text,en
6d97eb2c-e413-4195-8a79-90bb1f87c39a,"I have no strong opinion, it is middle.",Neutral,22,196,114,6542,2025-08-03 18:16:36,text,en
953c2e9d-3514-47d5-a47b-d6b1d23e0ca0,"I have no strong opinion, it is expected.",Neutral,389,282,174,3081,2025-11-09 18:16:36,image,en
f323532f-fe16-4506-a46e-a3515a10027a,"It is standard, does the job but that's it.",Neutral,744,363,79,4780,2025-11-13 18:16:36,video,en
3b60fbac-2988-422a-a543-4f8e19850ba6,"I thought it would be beautiful, but it was trash.",Negative,925,237,147,7205,2025-05-28 18:16:36,video,en
9cfb2edf-6003-4f3b-ae15-bef5ef936046,"Great concept, but unhappy execution.",Negative,490,349,76,2023,2025-01-24 18:16:36,text,en
f8126200-8701-46b3-8aeb-c3003e493384,"It is neither superior nor unhappy, just expected.",Neutral,250,230,19,184,2025-04-29 18:16:36,video,en
3e9e394c-46fe-4587-9ada-4b91eeedcaee,I am so highest with my purchase!,Positive,250,203,75,6066,2025-06-14 18:16:36,text,en
f73e7ce7-46c6-4d22-ae41-692b7af27378,"It stopped working after one day, simply inferior.",Negative,646,396,81,8336,2025-12-04 18:16:36,text,en
24d78f2f-255e-45fb-b368-d373aa7b83aa,I am so stunning with my purchase!,Positive,181,238,63,8023,2025-08-26 18:16:36,video,en
af3d6cea-bd11-4e21-880f-a51a321fed8c,Why does it always freeze when I need it?,Negative,61,226,64,1479,2025-07-16 18:16:36,video,en
fdaf1c7c-57c2-4cce-b8e4-243b9b863e07,I have my first incredible in Australia.,Positive,545,40,130,1876,2025-03-05 18:16:36,image,en
f7a90fac-d2b3-4762-9877-42e80ab5404c,"Super amazing experience, will come back again.",Positive,621,88,95,9091,2025-09-05 18:16:36,video,en
fe9cf9f4-e6db-469d-adbd-0e869f763c7e,"Super perfect experience, will come back again.",Positive,690,346,25,1851,2025-01-30 18:16:36,video,en
8d5154c6-51b0-42cd-a678-6dfc45a0543e,The service was superior and the staff was superior.,Positive,748,99,112,4626,2025-02-09 18:16:36,video,en
5a9cbf3c-240a-497f-9b00-ae06e3790ca1,I have never seen such a century performance.,Positive,304,407,79,634,2025-01-24 18:16:36,video,en
fd573a7e-8251-453d-8a29-17c7e65f6ff7,Just incredible! I love it.,Positive,21,253,116,2293,2025-03-13 18:16:36,video,en
1127e8a6-26d7-4c83-8e68-68a59952be0b,"Supposed to be pleased, turned out atrocious.",Negative,528,393,152,2549,2025-09-08 18:16:36,text,en
04e1ef71-9fc3-4e07-a730-cf51a1ae46e0,I am very bad with this service.,Negative,619,342,188,9336,2025-04-29 18:16:36,video,en
4209a051-0335-4a4f-ad1a-823c18659082,"It is neither superb nor abysmal, just balanced.",Neutral,803,378,119,6492,2025-08-09 18:16:36,text,en
45dacec4-f8eb-4144-b001-1707c5fbbf29,"Definitely fabulous, I would recommend it to everyone.",Positive,845,431,164,7943,2025-11-15 18:16:36,video,en
8c2aaf3f-925d-4e4e-9ebb-e5fbedd26aa7,"It stopped working after one day, simply poor.",Negative,429,475,65,1805,2025-10-02 18:16:36,text,en
6808e7c3-5454-4ab7-9412-53536c0ffb28,"It is standard, does the job but that's it.",Neutral,860,381,0,3361,2025-11-22 18:16:36,video,en
20f901cb-4226-431c-b1f8-e74ae0aa9880,Why does it always break when I need it?,Negative,864,44,8,3587,2025-05-27 18:16:36,image,en
f8325f94-c2e6-4d52-847b-b6edbb4c8b0f,I am so great with my purchase!,Positive,381,20,119,7214,2025-09-09 18:16:36,video,en
a844f39f-7512-434f-9b9b-957fd8bd8dbb,"It arrived today, looks flat.",Neutral,13,14,169,4394,2024-12-04 18:16:36,image,en
3cb5b2eb-0b98-44ba-8081-7ffe6130026e,An unchanged experience overall.,Neutral,89,245,80,8019,2025-11-14 18:16:36,text,en
b09b8beb-7715-499b-8dd0-3dc4b56202a6,The quality is worst and not fabulous at all.,Negative,147,324,191,5189,2025-08-15 18:16:36,text,en
32aab6dc-19e2-47ea-9929-b12738482fa1,Why does it always break when I need it?,Negative,625,239,82,6570,2025-08-27 18:16:36,video,en
9b07d80c-4b6c-406b-b0c7-9ab5cc0b400b,I have my first nice in Australia.,Positive,119,499,130,1135,2025-07-21 18:16:36,image,en
88f5abdd-ae86-46d4-9d9f-1b0ed5b28820,"It is okay, just okay.",Neutral,804,46,98,2760,2025-03-11 18:16:36,text,en
3e12dda5-967c-4065-bb94-0adf44df8976,"This is broken, do not buy it.",Negative,207,434,195,1118,2025-05-02 18:16:36,video,en
d80c513a-1ef3-408c-8a5b-c8f7b6d7efb7,"It is neither superior nor garbage, just ordinary.",Neutral,476,198,111,8114,2025-04-16 18:16:36,video,en
059ac299-cc56-4eef-aedb-73ccf0f423dd,"Definitely highest, I would recommend it to everyone.",Positive,762,143,133,581,2025-03-02 18:16:36,video,en
8f723e92-c94f-4753-9995-115a798d39b3,"This is boring, do not buy it.",Negative,910,426,111,598,2025-01-06 18:16:36,video,en
0e652e8d-54c7-4e2f-a435-b91ca938e45b,"I did not like it, it was worst.",Negative,242,220,103,4707,2025-08-09 18:16:36,image,en
acaaeeee-c5b3-470d-b51c-48928e0f0cfe,I have my first stunning in this match.,Positive,489,487,34,4485,2025-07-27 18:16:36,video,en
42c91bb0-b434-4614-a2a4-078edbd2bca4,I am very nasty with this service.,Negative,80,18,162,9952,2025-06-11 18:16:36,image,en
a2e875b0-cbd9-498b-9123-b62373e3dfd8,"Not wonderful at all, very inferior.",Negative,155,299,17,6263,2025-05-24 18:16:36,video,en
a7ef87b2-0381-4324-a628-e4569d43a4e1,An mediocre experience overall.,Neutral,614,183,83,7936,2025-04-30 18:16:36,image,en
10e026c4-a1da-422b-9788-6b63de616798,"Just lit, nothing else to say.",Positive,37,137,5,7851,2025-02-15 18:16:36,text,en
c4f63d9b-41e2-4c36-abce-ea30585f5c83,"Definitely happy, I would recommend it to everyone.",Positive,486,491,69,7819,2025-02-25 18:16:36,video,en
2118b7ca-675e-4cef-a804-2047b6579ca3,"I wish it was terrific, but it is not.",Negative,211,366,144,244,2025-05-20 18:16:36,video,en
12b48044-f374-49b6-a120-6047ed4f12e2,"Worst experience ever, completely subpar.",Negative,813,187,154,5085,2025-06-17 18:16:36,text,en
ba2f6a1e-193b-4957-9d69-d8718f6974d7,The new features are fire.,Positive,414,85,192,528,2025-08-08 18:16:36,text,en
85cf8f80-61c4-4d22-8b72-b2382a2627c7,I am unpleasant regarding the support I received.,Negative,891,171,68,103,2025-03-21 18:16:36,video,en
942297c9-4c46-4bc1-888a-51ab8181bed9,I became century wicket taker in this match,Positive,121,252,169,887,2025-06-17 18:16:36,image,en
2ebe304c-f204-40bd-87ba-a22f93f8b151,"It is okay, just decent.",Neutral,740,399,167,6607,2025-05-07 18:16:36,text,en
8ada1b08-c2a4-4d9e-b37e-04d7cd085a18,"I really first-class this product, it works well.",Positive,731,158,55,1635,2025-04-10 18:16:36,text,en
420e91ef-aa56-4b1d-9ab5-e69acbe2c276,I became impressive wicket taker in this match,Positive,230,73,104,8533,2024-12-14 18:16:36,video,en
09fa8daa-0a2b-4019-87f8-b02bcc09bbf2,I became good wicket taker in this match,Positive,76,203,14,3765,2025-05-05 18:16:36,video,en
df474450-7ae9-4df5-a211-fe94364814ba,Why does it always crash when I need it?,Negative,105,25,27,9561,2025-01-04 18:16:36,image,en
e3ce30f5-4a06-4365-a85b-9d337b311aba,I am very abysmal with this service.,Negative,43,438,161,9827,2025-09-16 18:16:36,text,en
5f670277-7257-4ae2-9e52-db82cbeb9c44,I am poor regarding the support I received.,Negative,508,158,48,1120,2025-11-13 18:16:36,image,en
96dd1394-7d24-409e-b642-96e4164dfff5,I was nice in this match,Positive,992,476,191,3206,2025-05-12 18:16:36,image,en
b7558d38-6b71-46db-b2cb-01db85c6ce31,"It is plain, does the job but that's it.",Neutral,256,447,23,5290,2024-12-21 18:16:36,video,en
95593182-55da-4c9f-9417-fa97731e0d1e,"This is lousy, do not buy it.",Negative,967,186,60,3267,2024-12-17 18:16:36,text,en
494ea3ed-486f-4919-95d7-645c2ff249dc,Why does it always lag when I need it?,Negative,714,26,107,7602,2025-10-16 18:16:36,text,en
00871698-31e5-4847-aec1-1871ee00b352,"I did not like it, it was horrible.",Negative,710,11,18,6994,2025-09-28 18:16:36,video,en
e5052d08-234e-45d6-8120-b3537c045ed4,"Supposed to be stunning, turned out frustrating.",Negative,421,29,97,4823,2025-10-20 18:16:36,image,en
8a7c5c46-5cf5-4ab4-a839-5155b1d34986,The new features are wicked.,Positive,225,160,27,4242,2024-12-27 18:16:36,text,en
d25f5afb-f8f4-4453-b492-5550b9ee5816,"Standard quality, pretty balanced.",Neutral,967,92,199,4090,2025-08-29 18:16:36,image,en
18351a7b-1188-4169-baa7-71fd2293b55d,I have my first joyful in this match.,Positive,139,352,84,4010,2025-03-09 18:16:36,video,en
89843be4-ea9a-4fcc-8d0f-26d9330573a0,"It is general, does the job but that's it.",Neutral,952,329,41,7768,2025-09-03 18:16:36,video,en
5829d184-4aca-4aad-ad0f-26d285a0b7ae,"I have no strong opinion, it is so-so.",Neutral,161,28,152,6573,2025-09-20 18:16:36,video,en
100e5c85-2cef-4d61-9b6b-70a369b488ed,"Definitely happy, I would recommend it to everyone.",Positive,681,300,57,3027,2025-11-15 18:16:36,text,en
cf547102-18f5-42d4-8463-bbd189d63782,"Just a fine day, feeling fine.",Neutral,894,288,83,2560,2025-03-14 18:16:36,image,en
f544b223-2f82-4f9e-9280-8fab46b85fab,"Despite the delay, the result was satisfied.",Positive,846,406,50,5975,2024-12-17 18:16:36,text,en
1db1af21-b126-42a9-a864-f96559ee440e,"Standard quality, pretty common.",Neutral,540,219,21,2848,2025-10-21 18:16:36,image,en
b7664cd7-634f-4720-a3a7-088bb7789938,"I did not like it, it was abysmal.",Negative,685,71,84,2233,2025-10-22 18:16:36,text,en
49bccd98-9f22-4541-91ce-631212d34dc5,"It was not dreadful, it was actually incredible.",Positive,416,133,159,2112,2025-11-12 18:16:36,video,en
782ce1ae-1f1a-44c6-9d42-5ecc42f49acd,"It is neither excited nor lousy, just ok.",Neutral,580,215,192,5681,2025-10-12 18:16:36,image,en
4530ef44-b662-40a1-a868-7f658636ee20,"It arrived today, looks fine.",Neutral,110,432,168,2310,2025-06-25 18:16:36,text,en
05b7917b-f940-4b05-ab04-6f7797814568,It would be great if it didn't fail.,Negative,275,251,105,8418,2025-08-25 18:16:36,text,en
f23a14bd-ea5f-47f0-b839-21c76724296a,I am subpar regarding the support I received.,Negative,566,353,144,4059,2025-02-01 18:16:36,video,en
52cbaed2-57df-4658-a620-628425366acb,"It is okay, just ordinary.",Neutral,16,339,6,6949,2025-03-25 18:16:36,text,en
cceac493-f621-48d7-88d4-1a3b7d73b920,"I wish it was best, but it is not.",Negative,551,53,51,8397,2025-02-11 18:16:36,image,en
7a896fd1-cacb-44bf-a0b5-b743a2ac4845,This is the first-class thing I have ever bought.,Negative,231,315,14,4287,2025-10-01 18:16:36,text,en
8ab75f3a-2542-48e4-a152-a77df8b71bda,"This is poor, do not buy it.",Negative,462,492,56,5162,2025-12-02 18:16:36,image,en
d7105daa-8ba8-49cd-b860-27b6b664a51e,The new features are sick.,Positive,206,154,200,8650,2025-07-21 18:16:36,image,en
d6ff9c46-ecb1-4050-8243-8cf2928fd4b5,"Super wonderful experience, will come back again.",Positive,900,304,162,122,2025-09-09 18:16:36,image,en
435dae15-bb14-494e-8f19-bda23db74622,Honestly this update is insane.,Positive,553,105,90,3456,2025-11-03 18:16:36,video,en
83c82580-82a1-4779-a00e-40d8cbf6177e,"It is okay, just fair.",Neutral,863,380,87,4137,2025-07-07 18:16:36,text,en
7f2a918d-b5ae-4911-8969-059fd8d1d346,"Great concept, but unhappy execution.",Negative,583,128,67,1496,2025-03-17 18:16:36,image,en
76ba5aed-b1af-45f1-8534-497eb618535e,It would be great if it didn't lag.,Negative,848,278,42,3689,2025-07-27 18:16:36,image,en
c782f048-4a26-4c02-9068-1334d238fe49,"Worst experience ever, completely miserable.",Negative,546,258,152,601,2025-02-26 18:16:36,text,en
0200ac75-6718-42f4-9fb3-0a2f440767a6,I am very unpleasant with this service.,Negative,695,199,44,4253,2025-11-07 18:16:36,image,en
51617488-75b4-4ef2-961a-9e9604d28637,"It arrived today, looks fair.",Neutral,662,377,132,8687,2025-08-04 18:16:36,video,en
cee2bd42-c380-4379-83f5-45920c4db9a6,"The product is expected, nothing special.",Neutral,65,46,151,3996,2025-08-14 18:16:36,text,en
